Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Kenya,24.13241667,24.37158333,24.40891667,24.28158333,24.52491667,24.47533333,24.453,24.56475,24.591,24.57058333,24.71666667,24.45833333,24.66175,24.85833333,24.86708333,25.13366667,24.82008333,24.78875,24.64975,25.22808333,24.96125,24.96575,24.92541667,24.93525
Kuwait,25.75858333,25.34858333,24.30033333,25.36183333,25.84233333,25.49175,26.32791667,25.31583333,26.67075,26.83683333,26.37608333,26.65475,26.38675,26.49658333,26.15541667,25.98791667,26.31466667,26.33091667,26.26658333,26.45316667,27.63866667,26.0875,26.67558333,27.273375
Kyrgyz Republic,4.492416667,3.783333333,3.72075,3.116166667,3.75275,4.050166667,3.414583333,4.873916667,4.393166667,4.600333333,4.73075,4.781,4.709,4.042333333,5.02925,4.518083333,4.917333333,5.05325,4.577583333,4.349166667,4.59575,4.201583333,3.576916667,6.263125
Lao PDR,24.05733333,24.25958333,23.71183333,23.77033333,24.06091667,23.94583333,23.7015,24.11791667,24.86883333,23.93708333,23.83516667,24.15508333,24.22041667,24.33191667,23.86375,24.31775,24.4055,24.21075,23.63158333,24.3655,24.93416667,23.61066667,24.90766667,25.38525
Latvia,7.325666667,6.689916667,6.920083333,5.639916667,5.9385,6.566333333,4.967,6.232083333,5.99775,7.108916667,7.497083333,6.53925,6.917583333,6.27725,6.334083333,6.3745,6.970583333,7.278916667,7.681083333,6.559333333,5.711083333,7.24525,6.043333333,7.322375
Lebanon,18.18458333,18.11483333,16.92125,17.92625,18.66425,18.10483333,18.50016667,17.73158333,19.00166667,18.9815,18.37733333,19.06275,18.67708333,18.554,18.47425,18.39275,18.31433333,18.75516667,18.95716667,18.85225,20.26883333,18.26166667,18.98908333,19.17825
Lesotho,14.14725,14.353,14.89008333,14.63275,13.90275,14.246,13.65566667,13.95325,14.54233333,14.98216667,14.05391667,14.33341667,14.38733333,14.68483333,14.56291667,14.5765,13.9035,14.52533333,14.42775,14.25716667,14.90683333,14.02691667,14.3865,13.773625
Liberia,25.88158333,25.84491667,25.65591667,25.83258333,25.72091667,25.94875,25.99625,25.99066667,26.46,25.88966667,25.85975,26.1535,26.23608333,26.38691667,26.2835,26.29091667,26.18316667,26.28983333,26.29741667,26.494,26.53275,26.24066667,25.99558333,26.314
Libya,23.101,22.61816667,22.39783333,23.00275,22.81608333,22.9495,23.12325,23.0465,23.27633333,23.69358333,22.83508333,23.41316667,23.40941667,23.369,23.27841667,23.25666667,23.31508333,23.32583333,23.47433333,23.37983333,24.51591667,22.98833333,23.27066667,24.314
Lithuania,7.978416667,7.091583333,7.46825,6.24175,6.809416667,7.007333333,5.405583333,6.72675,6.653166667,7.67825,8.107666667,7.120416667,7.706083333,6.830333333,6.835333333,6.921,7.422,7.854,8.175333333,7.096083333,6.325833333,7.635,6.723583333,7.804
Luxembourg,10.59091667,9.453083333,10.22383333,9.65275,10.82216667,10.34266667,8.652583333,10.167,9.995416667,10.54233333,10.79275,10.20658333,10.714,10.70058333,9.983083333,10.30808333,10.73033333,10.76166667,10.12866667,10.32808333,9.134666667,11.032,10.10925,9.90025
"Macedonia, FYR",11.29775,9.984416667,10.84333333,10.91516667,12.03658333,10.57125,10.50691667,10.46016667,10.99758333,11.40683333,11.582,11.4705,11.28108333,11.20766667,11.05858333,10.55,10.75258333,11.90575,11.92408333,11.64383333,11.741,11.02383333,11.53791667,13.260125
Madagascar,23.12416667,23.327,23.34133333,23.45583333,23.44458333,23.47975,23.26291667,23.45291667,23.75341667,23.41925,23.32033333,23.58691667,23.6175,23.49525,23.453,23.62183333,23.66116667,23.64975,23.33225,23.61866667,23.84616667,23.77683333,23.32533333,22.9595
Malawi,22.28025,21.8895,22.39033333,21.94016667,21.98016667,22.30166667,21.96333333,22.03475,22.37791667,21.68925,21.71441667,21.99875,22.224,22.2335,21.86591667,22.81116667,22.10216667,22.09833333,21.8225,22.01483333,22.60066667,22.31325,21.88741667,21.269375
Malaysia,26.41891667,26.33208333,26.28658333,26.215,26.27716667,26.3345,26.23891667,26.55641667,27.055,26.24891667,26.37141667,26.50008333,26.7455,26.57675,26.576,26.64958333,26.57766667,26.49633333,26.25408333,26.642,26.80666667,26.44058333,26.62275,26.9735
Mali,29.32108333,28.85583333,28.56616667,28.9665,28.37625,28.904,29.25258333,29.13391667,29.49308333,28.79258333,29.15033333,29.31083333,29.4265,29.429,29.426,29.52625,29.03791667,29.20216667,28.94991667,29.44091667,30.12708333,29.43666667,28.60183333,29.942
Malta,19.56175,18.59008333,18.83208333,19.05125,19.83766667,19.07275,18.96241667,19.39666667,19.31108333,19.842,19.60916667,19.90966667,19.55183333,19.75658333,19.17116667,18.87508333,19.60133333,19.74991667,19.81816667,19.57925,19.66441667,19.3135,19.82916667,19.437375
Mauritania,28.53641667,28.03383333,27.955,27.85841667,27.91091667,28.26,28.5385,28.6,28.96991667,27.87291667,28.35558333,28.87841667,28.65025,28.55883333,28.62825,28.75225,28.4505,28.45191667,28.395,28.43133333,29.37291667,28.63291667,28.02683333,29.11
Mauritius,23.84066667,24.138,23.80908333,23.91108333,24.16583333,24.02341667,23.89116667,24.09741667,24.40591667,24.1075,24.00258333,24.4905,24.39575,24.51708333,24.25458333,24.15591667,24.31975,24.28433333,24.189,24.58483333,24.66908333,24.52233333,24.374,24.312375
Mexico,20.96083333,20.83966667,20.65033333,20.93883333,21.32575,21.37066667,21.13216667,20.89858333,21.53175,21.1285,21.23208333,21.133,21.225,21.32941667,20.92483333,21.4135,21.41808333,21.07933333,21.08525,21.54608333,20.85291667,21.59933333,21.65241667,22.21922222
Moldova,10.87558333,9.18325,9.753333333,8.870166667,10.66416667,9.477916667,8.573333333,8.690666667,9.532,10.62916667,10.69,10.00083333,10.54108333,9.428416667,9.901833333,9.842666667,9.591833333,11.35891667,10.74441667,10.73191667,10.22566667,9.8705,10.58758333,11.9605
Mongolia,0.66225,0.124833333,0.261666667,-0.212583333,0.6935,0.7485,-0.082666667,1.2595,1.596916667,1.099166667,0.175,0.750333333,1.095916667,0.046416667,1.090666667,-0.139833333,0.951916667,2.075583333,1.115583333,0.5645,-0.318666667,-0.092,-0.59625,2.80775
Montenegro,11.24258333,10.06966667,10.94225,10.78333333,11.7725,10.38358333,10.32358333,10.57216667,10.93083333,11.24866667,11.56133333,11.23525,11.41716667,11.27825,10.82125,10.12575,10.56083333,11.59508333,11.62766667,11.46266667,11.24441667,11.23466667,11.53183333,12.870375
Morocco,18.69766667,17.61725,17.68575,17.50266667,18.46041667,18.78883333,18.24833333,18.79925,18.71266667,18.36833333,18.56508333,19.23391667,18.71258333,18.856,18.486,18.58075,18.79316667,18.41966667,18.38216667,19.01075,19.435,18.87883333,18.66875,19.30525
Mozambique,24.20066667,24.13275,24.743,24.2475,24.04225,24.4765,24.09016667,24.15225,24.62341667,24.0815,23.92025,24.25091667,24.42816667,24.42325,24.07258333,24.83375,24.30341667,24.22441667,24.0305,24.08133333,24.60575,24.30216667,24.00958333,23.488
Namibia,21.33683333,20.78075,21.33683333,21.24833333,20.95108333,21.60025,20.82866667,20.81816667,21.67666667,21.46591667,21.01766667,21.23716667,21.54758333,22.04083333,21.64383333,21.47391667,20.38183333,21.18058333,21.02108333,20.97625,21.39225,20.35041667,20.795,21.265875
Nepal,15.27233333,15.135,15.07558333,15.27625,15.45825,15.45333333,15.45983333,14.69191667,15.57775,15.94458333,15.27933333,15.59025,15.64866667,15.47025,15.55183333,15.61616667,16.056,15.65708333,15.40908333,16.077,16.114,15.28066667,15.41983333,15.95125
Netherlands,11.00033333,9.75125,10.75216667,9.8475,10.842,10.59466667,8.739333333,10.40941667,10.51858333,11.08616667,11.1035,10.579,11.0155,10.69983333,10.6275,10.82366667,11.29133333,11.38841667,10.79458333,10.70716667,9.264583333,11.076,10.43816667,9.8565
Netherlands,10.62991667,9.353666667,10.37308333,9.446583333,10.4645,10.20491667,8.31425,10.01858333,10.12225,10.71825,10.73875,10.19266667,10.63441667,10.31091667,10.24541667,10.43833333,10.91575,11.01441667,10.41541667,10.31841667,8.838416667,10.70125,10.04691667,9.4525
New Caledonia,23.41291667,22.85541667,22.95016667,22.781,22.67166667,23.70741667,23.6115,23.18333333,24.29891667,23.54941667,23.28308333,23.49875,23.46908333,23.26175,23.36766667,23.3605,23.19416667,23.74325,23.66333333,23.27416667,23.8685,23.53058333,23.21341667,23.382375
New Zealand,11.26933333,10.53433333,9.936166667,10.23825,10.54225,10.82108333,10.7435,10.542,11.633,11.61225,11.11558333,11.19108333,10.99758333,10.93025,10.47541667,11.37541667,10.70383333,11.08516667,11.17166667,10.65358333,11.33575,11.16325,10.65691667,11.0885
Nicaragua,26.55475,26.61025,26.73125,26.61125,26.86691667,26.92175,26.40975,27.02683333,27.39625,26.46,26.38133333,26.41,26.66491667,26.93225,26.77858333,26.8385,26.93608333,26.82308333,26.3885,26.78166667,26.61891667,26.614,26.53191667,26.87155556
Niger,28.04808333,27.85916667,27.18508333,27.75333333,27.40058333,27.89541667,28.128,28.131,28.32766667,28.26875,27.97583333,28.118,28.14966667,28.30225,28.37158333,28.63641667,28.29108333,28.41191667,27.90141667,28.85041667,29.29991667,28.48741667,28.07275,29.231375
Nigeria,27.36616667,27.04333333,26.66366667,27.10333333,26.81883333,27.16516667,27.19466667,27.14491667,27.61191667,27.32916667,27.0335,27.09466667,27.46425,27.429,27.5695,27.72458333,27.79508333,27.69008333,27.32566667,27.90291667,28.00425,27.62225,27.40791667,28.005875
Norway,2.0665,1.1335,1.296166667,0.419,0.4645,0.506,0.255666667,1.04375,0.465416667,1.27975,1.796916667,0.7025,1.37075,1.283333333,1.524916667,1.807333333,2.256666667,1.751583333,1.6425,1.3855,-0.2155,2.118916667,1.141666667,1.735375
Oman,27.4445,27.01083333,26.73891667,27.36858333,27.75608333,27.3235,27.17358333,27.3465,28.18675,28.11283333,27.92241667,28.08333333,27.99416667,28.269,28.12516667,28.07375,28.04483333,28.363,27.75191667,28.3425,28.45866667,28.15066667,28.21158333,28.194375
Pakistan,21.37641667,20.90133333,20.7085,21.44483333,21.16308333,21.07391667,20.93383333,20.73875,21.66275,21.863,21.8225,21.93041667,22.0255,21.43208333,22.14308333,21.27241667,21.63691667,21.69091667,21.53516667,21.91141667,22.08791667,21.76825,21.198,22.320875
Panama,26.92533333,27.06808333,27.1085,26.937,27.006,26.95808333,26.66833333,27.41291667,27.54741667,26.42525,26.71183333,26.66583333,27.207,27.24841667,27.10591667,27.085,27.13175,27.05941667,26.80066667,27.26975,27.02916667,26.70925,27.0825,27.2175
Papua New Guinea,24.93675,24.72616667,24.83108333,24.67375,24.69483333,24.984,25.04233333,24.7675,25.41975,24.91983333,24.942,25.05466667,25.09633333,25.06683333,24.90891667,25.03375,24.739,24.88266667,24.77591667,24.78316667,25.342,24.82983333,24.84358333,25.069125
Paraguay,23.59941667,24.11566667,23.09075,23.73425,24.47091667,23.96375,23.41483333,24.40741667,23.41725,23.69758333,23.62608333,24.28825,24.759,24.26383333,23.8045,23.82008333,24.37658333,23.72666667,23.81833333,24.18858333,23.61541667,23.9915,24.46575,22.81775
Peru,20.23308333,20.50425,20.83658333,20.5025,20.53058333,20.686,20.115,20.93658333,21.18183333,20.06775,20.23191667,20.22575,20.536,20.48558333,20.44308333,20.45058333,20.541,20.19166667,20.22641667,20.52308333,20.5845,20.28408333,20.46,19.97625
Philippines,26.93233333,26.79341667,26.9015,26.84633333,26.83133333,26.82641667,26.88791667,26.97633333,27.77941667,26.92575,27.00975,27.10425,27.08316667,27.01483333,27.08983333,27.14433333,27.17808333,27.162,26.87575,27.00875,27.3565,26.78591667,27.14891667,27.41675
Poland,9.231666667,7.944666667,8.8135,7.831083333,8.921,8.26225,6.7685,7.980666667,8.315166667,9.035,9.622166667,8.333833333,9.171166667,8.385083333,8.3905,8.4185,8.799916667,9.418083333,9.469166667,8.652916667,7.621416667,8.951666667,8.53775,9.257875
Portugal,15.74275,15.23283333,15.11133333,14.52016667,15.31283333,16.34741667,15.29633333,16.26758333,15.645,15.27908333,15.393,15.40775,15.46316667,15.81583333,15.46383333,15.53691667,16.00258333,15.24108333,15.27,15.9835,15.68425,16.06641667,15.39216667,15.88925
Qatar,27.32033333,26.71975,26.14741667,27.04975,27.52958333,27.10308333,27.60808333,27.15791667,28.42483333,28.567,27.993,28.30566667,28.1855,28.32508333,28.14041667,28.01308333,28.07141667,28.17041667,27.86533333,28.1225,28.88958333,28.1615,28.4845,28.57375
Romania,10.226,8.728166667,9.562583333,8.862916667,10.609,9.13875,8.649416667,8.523666667,9.178416667,10.091,10.47225,9.638583333,10.39266667,9.340166667,9.558166667,9.123166667,9.469,10.86833333,10.461,10.47066667,9.851666667,9.569,10.30108333,11.6455
Russian Federation,-4.022916667,-4.237,-4.90325,-4.62175,-4.898416667,-3.130166667,-4.810333333,-4.2965,-5.281083333,-4.82975,-4.545666667,-4.490666667,-4.122916667,-3.832833333,-4.493583333,-3.498083333,-4.763,-2.975083333,-3.305416667,-4.6085,-4.520583333,-3.401583333,-3.90175,-2.263125
Rwanda,19.54583333,19.38075,19.692,19.6935,19.71241667,19.9635,19.47741667,19.95575,19.95183333,19.50883333,19.75308333,19.66125,19.94725,20.09433333,20.08491667,20.43258333,20.16283333,19.76325,19.7305,20.02266667,20.26708333,19.77375,19.95941667,20.103875
St. Kitts and Nevis,26.34891667,26.29391667,26.31558333,26.39783333,26.40341667,26.79333333,26.32533333,26.67508333,26.99633333,26.52133333,26.2735,26.66525,26.77991667,26.91508333,26.52733333,26.99491667,26.87441667,26.96466667,26.39225,26.71658333,27.16408333,26.67125,26.85516667,26.66575
St. Lucia,27.14275,27.08716667,27.103,27.24741667,27.14025,27.49275,27.17508333,27.44208333,27.812,27.32858333,27.07841667,27.42125,27.46283333,27.60766667,27.37791667,27.85866667,27.69216667,27.58325,27.20866667,27.495,28.00591667,27.54016667,27.57891667,27.4655
St. Vincent and the Grenadines,27.28333333,27.22008333,27.24325,27.38783333,27.281,27.63691667,27.30308333,27.56741667,27.96516667,27.4775,27.21791667,27.56608333,27.60158333,27.744,27.49858333,27.98191667,27.8205,27.7165,27.3815,27.64275,28.13208333,27.66458333,27.73658333,27.636375
Samoa,26.85858333,26.84908333,26.75916667,26.52291667,26.74891667,27.03733333,26.84583333,26.70691667,27.12191667,26.78033333,26.83833333,26.95383333,27.23666667,27.02266667,27.05775,27.12433333,26.835,27.14925,26.67116667,26.72833333,27.16166667,26.71558333,26.92666667,27.1765
São Tomé and Principe,26.13658333,26.09616667,25.78991667,26.10125,26.14283333,26.43841667,26.06975,26.14016667,26.83258333,26.28341667,26.189,26.05633333,26.39575,26.56733333,26.48458333,26.40958333,26.70016667,26.70941667,26.595,26.956,26.7665,26.48416667,26.39308333,26.5325
Saudi Arabia,26.01875,25.77625,24.77125,25.741,26.29758333,25.98916667,26.433,25.86766667,26.85375,26.94058333,26.64291667,26.76966667,26.62733333,26.81666667,26.519,26.4955,26.55858333,26.68258333,26.47775,26.82775,27.53008333,26.63525,26.98891667,27.74075
Senegal,28.508,28.49033333,28.45983333,28.6465,28.24108333,28.55691667,28.77566667,28.82133333,29.25425,28.12733333,28.52608333,28.93633333,28.97816667,28.70416667,28.85208333,28.95508333,28.63075,28.81683333,28.79608333,28.47375,29.30233333,28.77491667,28.63558333,29.3015
Serbia,11.19608333,9.747083333,10.97558333,10.41441667,11.68225,10.27616667,9.824916667,9.984,10.56833333,10.91725,11.791,10.91316667,11.41341667,10.7955,10.6165,9.922583333,10.57416667,11.74591667,11.66633333,11.41216667,10.9925,10.823,11.45175,12.843625
Seychelles,27.22008333,27.32966667,26.95316667,26.96458333,27.30183333,27.29775,26.91175,27.36791667,27.65441667,27.13683333,27.17925,27.46783333,27.53108333,27.68541667,27.25775,27.46841667,27.47016667,27.71258333,27.37683333,27.74125,27.74483333,27.73166667,27.77258333,27.451625
Sierra Leone,26.55141667,26.62158333,26.39716667,26.60883333,26.35825,26.57816667,26.7045,26.6695,27.07575,26.5215,26.54683333,26.82675,26.99266667,26.99241667,26.97891667,27.02858333,26.71775,26.83741667,26.97875,26.985,27.17716667,26.92625,26.67641667,26.948
Singapore,27.13,26.99408333,26.99741667,26.92883333,27.08775,27.0725,27.04333333,27.38891667,27.77591667,27.01675,27.0965,27.18933333,27.40608333,27.31183333,27.32866667,27.49358333,27.32841667,27.13,27.06766667,27.47333333,27.6035,27.28216667,27.30358333,27.602875
Slovak Republic,8.71675,7.639166667,8.727166667,7.982166667,9.297583333,8.153,7.126166667,7.773083333,8.333583333,8.675583333,9.482,8.30775,9.136416667,8.487083333,8.145583333,7.936916667,8.528333333,9.478916667,9.397416667,9.001666667,8.073,8.846,8.873166667,9.685625
Slovenia,10.72633333,9.758,10.92533333,10.35,11.502,10.28958333,9.445,10.38291667,10.59733333,10.68691667,11.59058333,10.89466667,11.33725,11.00966667,10.24125,9.795083333,10.72341667,11.46258333,11.24791667,11.23741667,10.194,11.20808333,11.27825,11.74475
South Africa,17.72833333,17.752,18.25616667,18.20275,17.61475,17.87075,17.25866667,17.61525,18.09533333,18.5455,17.58558333,17.86791667,17.94941667,18.26166667,18.08283333,18.21791667,17.5975,17.98625,17.95608333,17.886,18.30266667,17.55241667,17.84691667,17.325375
"Korea, Rep.",13.2295,12.40791667,12.60375,11.97191667,13.48041667,12.32725,12.165,12.81883333,13.64925,13.03341667,12.57533333,12.84258333,12.81716667,12.64658333,13.36508333,12.35666667,12.90333333,13.29291667,13.02791667,12.94933333,12.63975,12.3635,12.39166667,13.7605
Spain,14.76208333,14.00716667,13.95525,13.50066667,14.651,15.07216667,14.15125,15.10591667,14.552,14.3665,14.46875,14.61608333,14.64791667,14.99691667,14.39641667,14.30358333,15.10591667,14.24133333,14.2295,14.96808333,14.246,15.32108333,14.58,14.858875
Sri Lanka,27.52875,27.56,27.26983333,27.36741667,27.36525,27.5875,27.39958333,27.65766667,28.15325,27.36125,27.46975,27.66308333,27.79591667,27.79741667,27.60633333,27.72383333,27.572,27.5565,27.44116667,27.74541667,27.8835,27.66916667,27.94983333,28.175125
Sudan,27.64408333,27.51525,26.87966667,27.68025,27.25733333,27.49883333,27.75066667,27.694,27.803,27.7195,27.45658333,27.72583333,27.90541667,27.85375,27.89333333,28.03283333,27.72941667,27.6475,27.8415,28.34791667,28.64766667,27.80758333,27.8685,28.572
Suriname,26.67708333,26.67641667,26.80558333,26.58958333,26.56608333,27.04533333,26.82158333,27.04716667,27.40016667,26.7225,26.58608333,26.80408333,26.90391667,27.19558333,27.15033333,27.48391667,27.04566667,26.90858333,26.9195,27.23308333,27.41258333,27.0605,27.18941667,26.95725
Swaziland,19.2115,19.41241667,20.26983333,19.725,18.97041667,19.53933333,19.111,19.1525,19.86541667,19.78883333,19.0235,19.546,19.59616667,19.99716667,19.46991667,19.97575,19.26683333,19.615,19.42066667,19.293,19.75633333,19.359,19.57175,18.95825
Sweden,4.497916667,3.459,3.87225,2.945,2.879916667,3.066,2.39175,3.730583333,2.872916667,3.543916667,4.421,3.139666667,3.795333333,3.733,3.64775,4.000166667,4.354166667,4.080583333,4.218,3.502416667,1.6585,4.51875,2.972833333,4.19975
Switzerland,8.255583333,7.405,8.059666667,7.617333333,8.821083333,7.751916667,6.974583333,8.212416667,7.958,7.902833333,8.562666667,7.97975,8.484833333,8.66975,7.846083333,7.573916667,8.33775,8.55275,8.109666667,8.300666667,7.2265,8.847333333,8.15925,8.1775
Syrian Arab Republic,18.54316667,18.4795,17.02858333,18.04566667,19.05183333,18.48225,18.90341667,17.93366667,19.41533333,19.281,18.77333333,19.39625,18.85658333,18.83933333,18.77325,18.74191667,18.744,19.0415,19.16116667,19.07008333,20.70933333,18.607,19.35758333,20.021125
Tajikistan,5.199333333,4.489333333,4.4305,4.142666667,4.72025,4.808666667,4.275333333,5.452416667,5.116416667,5.425,5.392583333,5.718166667,5.29125,4.890166667,5.838083333,5.1845,5.531333333,5.441166667,5.174666667,5.096916667,5.564083333,5.351583333,4.337583333,6.562625
Tanzania,22.71433333,22.69116667,22.803,22.69,22.86241667,23.00641667,22.75666667,22.94875,23.05816667,22.64816667,22.79158333,22.7475,23.00175,23.28108333,23.04625,23.72341667,23.04541667,22.9255,22.70641667,23.15,23.26766667,23.06941667,23.06866667,22.77275
Thailand,26.59066667,26.65333333,26.29116667,26.29708333,26.477,26.52991667,26.1855,26.63516667,27.37966667,26.22225,26.30216667,26.67983333,26.78608333,26.649,26.5,26.83316667,26.74483333,26.63691667,26.222,26.64808333,27.38966667,26.25166667,27.289,27.864875
Togo,27.51683333,27.05683333,26.9755,27.23675,27.08166667,27.31133333,27.30583333,27.22541667,27.80558333,27.28033333,27.44241667,27.4105,27.49725,27.66675,27.53491667,27.76666667,27.7685,27.86383333,27.46491667,27.71033333,28.05941667,27.772,27.41991667,27.718
Tonga,23.63975,23.58791667,23.57616667,23.19233333,23.22775,23.89008333,23.99366667,23.38641667,24.13383333,23.8695,24.02866667,23.99508333,23.89316667,23.9195,23.89158333,23.79208333,23.816,24.17858333,23.84858333,23.13691667,24.11441667,24.23666667,23.84166667,24.285875
Trinidad And Tobago,26.6615,26.529,26.49866667,26.73708333,26.6075,27.00791667,26.57341667,26.68125,27.32641667,26.86766667,26.62708333,26.9485,26.85425,27.12608333,26.80091667,27.20325,27.06983333,26.898,26.82666667,27.04025,27.54633333,27.01766667,27.02775,27.086625
Tunisia,20.929,19.92475,20.03316667,20.56766667,21.266,20.68316667,20.5275,21.084,20.76133333,21.65691667,21.1405,21.70125,21.32841667,21.47758333,20.94508333,20.84575,21.31,21.15466667,21.20458333,21.0925,21.60975,20.99491667,21.47916667,21.887125
Turkey,12.0325,11.75108333,10.51666667,11.27741667,12.74483333,12.18883333,12.40591667,11.568,12.88316667,13.08725,12.20191667,13.28325,12.339,12.33133333,12.31016667,12.43291667,12.45008333,12.81533333,12.65783333,12.81483333,14.28166667,11.9145,12.85441667,14.026625
Uganda,23.26708333,23.176,23.29541667,23.39091667,23.41558333,23.57158333,23.3005,23.81366667,23.74425,23.28408333,23.56091667,23.40583333,23.8305,23.84383333,23.81191667,24.02983333,23.77008333,23.4905,23.49625,24.04716667,23.92233333,23.72675,23.80566667,24.024625
Ukraine,9.400833333,8.300166667,8.37975,7.458416667,8.80725,8.709083333,7.552583333,7.604583333,8.455583333,9.50725,9.316333333,8.938666667,9.377166667,8.219666667,8.8505,8.917333333,8.454666667,10.05541667,9.55975,9.4285,9.453,8.790833333,9.290666667,10.9135
United Arab Emirates,28.26008333,27.69708333,27.28408333,28.07041667,28.39741667,27.98633333,28.31925,28.12066667,29.29258333,29.29841667,28.87775,29.00958333,29.058,29.22833333,29.104,28.99291667,28.98408333,29.15608333,28.685,29.12766667,29.67133333,29.20541667,29.42583333,29.370625
United Kingdom,9.674583333,8.828333333,9.025,8.66975,9.15075,9.419583333,8.551166667,9.64425,9.46275,9.663333333,9.379666667,9.140083333,9.679666667,9.742083333,9.737333333,9.65525,9.943416667,9.7975,9.34825,9.453333333,8.394333333,9.907916667,9.037416667,8.9975
United States,9.521583333,9.493666667,9.056333333,8.86725,9.270333333,9.331,8.754333333,9.172916667,10.14116667,9.567,9.64975,9.785583333,9.816166667,9.755083333,9.6675,9.892666667,9.9745,9.8375,8.951416667,9.137083333,9.505583333,9.549916667,10.26108333,11.29711111
Uruguay,17.70358333,17.97391667,17.52883333,17.64641667,18.13191667,17.66475,17.87416667,18.3655,17.5215,17.60775,17.75675,18.57425,17.99391667,17.60466667,18.06083333,18.19441667,18.24041667,17.51616667,18.2805,17.87133333,17.92008333,17.82458333,18.509,16.754375
Uzbekistan,13.46308333,13.03108333,12.86333333,11.956,12.63916667,13.97133333,12.45225,13.84725,13.245,13.9085,13.93883333,13.998,13.87191667,13.15766667,14.442,14.044,13.78625,13.92833333,13.309,13.70033333,14.32591667,13.14108333,13.14416667,16.18825
"Venezuela, RB",25.59475,25.5065,25.59333333,25.468,25.5065,25.92158333,25.5985,25.75266667,26.159,25.34483333,25.3885,25.77133333,25.77216667,26.00833333,25.81783333,26.01941667,25.84991667,25.85408333,25.64825,26.08491667,26.15025,25.67733333,25.68858333,25.912875
Vietnam,24.27408333,24.2765,23.85125,23.93566667,24.15941667,23.919,23.74966667,24.22266667,24.89983333,24.06641667,23.98191667,24.18491667,24.39375,24.49775,24.05691667,24.298,24.52308333,24.30216667,23.784,24.46558333,24.83333333,23.69258333,24.70433333,25.232125
British Virgin Islands,26.82166667,26.77758333,26.77641667,26.9305,27.04075,27.22891667,26.74358333,27.11466667,27.45233333,26.99825,26.73058333,27.13316667,27.29783333,27.37658333,27.02925,27.42466667,27.37483333,27.47,26.924,27.2385,27.59366667,27.15925,27.36016667,27.31233333
"Yemen, Rep.",26.64066667,26.59441667,26.2665,26.402,26.99425,26.57766667,26.54616667,26.94,27.36866667,27.35358333,27.43616667,27.06891667,27.12516667,27.35775,27.33408333,27.29466667,27.175,27.31075,26.8075,27.34241667,27.30275,27.28825,27.445,28.12975
Zambia,22.21933333,21.62891667,22.41466667,21.71158333,21.84658333,22.45141667,22.01808333,21.94975,22.30066667,21.45175,21.55875,21.80241667,22.29241667,22.15675,21.76808333,22.8135,21.78425,21.8385,21.53583333,21.67025,22.2675,21.77158333,21.69775,21.196
Zimbabwe,22.13025,21.78966667,22.84033333,21.85225,21.60875,22.49633333,21.55316667,21.56666667,22.14216667,21.48633333,21.149,21.69366667,22.08108333,21.89125,21.33091667,22.50991667,21.61875,21.60425,21.54558333,21.37725,21.98625,21.60241667,21.52133333,20.71075
